"","nodesize","ntree","maxit","mtry","cutoff","RMSE_train","TPR_train","TNR_train","PPV_train","NPV_train","ACC_train","BALACC_train","F1_train","F2_train","RMSE_tune","TPR_tune","TNR_tune","PPV_tune","NPV_tune","ACC_tune","BALACC_tune","F1_tune","F2_tune"
"937",100,100,10,4,0.45,0.0193861066235864,1,0.961038961038961,0.962848297213622,1,0.980613893376414,0.980519480519481,0.981072555205047,0.980132450331126,0.0764331210191083,0.986301369863014,0.0909090909090909,0.935064935064935,0.333333333333333,0.923566878980892,0.538605230386052,0.96,0.142857142857143
"938",100,100,10,4,0.5,0.0250403877221325,1,0.949675324675325,0.952526799387443,1,0.974959612277868,0.974837662337662,0.975686274509804,0.974188176519567,0.0700636942675159,0.993150684931507,0.0909090909090909,0.935483870967742,0.5,0.929936305732484,0.542029887920299,0.963455149501661,0.153846153846154
"939",100,100,10,10,0.2,0.0504846526655897,0.89951768488746,1,1,0.907885040530582,0.94951534733441,0.94975884244373,0.94710114261532,0.951718810351487,0.369426751592357,0.63013698630137,0.636363636363636,0.958333333333333,0.114754098360656,0.630573248407643,0.633250311332503,0.760330578512397,0.194444444444444
"940",100,100,10,10,0.25,0.0201938610662359,0.959807073954984,1,1,0.960998439937597,0.979806138933764,0.979903536977492,0.979491386382281,0.980111376292761,0.222929936305732,0.787671232876712,0.636363636363636,0.966386554621849,0.184210526315789,0.777070063694268,0.712017434620174,0.867924528301887,0.285714285714286
"941",100,100,10,10,0.3,0.00484652665589661,0.991961414790997,0.998376623376623,0.998381877022654,0.991935483870968,0.995153473344103,0.99516901908381,0.995161290322581,0.995145631067961,0.146496815286624,0.89041095890411,0.363636363636364,0.948905109489051,0.2,0.853503184713376,0.627023661270237,0.918727915194346,0.258064516129032
"942",100,100,10,10,0.35,0.00161550888529887,0.997588424437299,0.999188311688312,0.999194847020934,0.997568881685575,0.998384491114701,0.998388368062805,0.998390989541432,0.998377939983779,0.10828025477707,0.945205479452055,0.181818181818182,0.938775510204082,0.2,0.89171974522293,0.563511830635118,0.9419795221843,0.19047619047619
"943",100,100,10,10,0.4,0.00282714054927302,1,0.994318181818182,0.994404476418865,1,0.997172859450727,0.997159090909091,0.997194388777555,0.997150997150997,0.0955414012738854,0.965753424657534,0.0909090909090909,0.933774834437086,0.166666666666667,0.904458598726115,0.528331257783313,0.94949494949495,0.117647058823529
"944",100,100,10,10,0.45,0.0113085621970921,1,0.977272727272727,0.977987421383648,1,0.988691437802908,0.988636363636364,0.988871224165342,0.988505747126437,0.089171974522293,0.972602739726027,0.0909090909090909,0.934210526315789,0.2,0.910828025477707,0.531755915317559,0.953020134228188,0.125
"945",100,100,10,10,0.5,0.0149434571890145,1,0.969967532467532,0.97111631537861,1,0.985056542810985,0.984983766233766,0.985346534653465,0.984754841367944,0.0764331210191083,0.986301369863014,0.0909090909090909,0.935064935064935,0.333333333333333,0.923566878980892,0.538605230386052,0.96,0.142857142857143
"946",100,100,10,40,0.2,0.0379644588045234,0.92443729903537,1,1,0.929110105580694,0.962035541195477,0.962218649517685,0.960735171261487,0.963252541047694,0.312101910828025,0.684931506849315,0.727272727272727,0.970873786407767,0.148148148148148,0.687898089171974,0.706102117061021,0.803212851405622,0.246153846153846
